train/loss,train/acc,train/precision,train/recall,epoch,step,val/loss,val/acc,val/precision,val/recall
0.6435630321502686,0.6444197297096252,0.5237259864807129,0.16861175000667572,0,1599,,,,
0.6386383175849915,0.6488311886787415,0.5383604168891907,0.1929284930229187,1,3199,,,,
0.6375007629394531,0.649702250957489,0.5394706726074219,0.2043725848197937,2,4799,,,,
0.6376921534538269,0.6471192240715027,0.5289701223373413,0.20772410929203033,3,6399,,,,
,,,,4,7999,0.6111675500869751,0.6716293096542358,0.5590419173240662,0.1712915450334549
0.6363252401351929,0.6716293096542358,0.5590419173240662,0.1712915450334549,4,7999,,,,
0.6364272236824036,0.649231493473053,0.5400688052177429,0.19275936484336853,5,9599,,,,
0.6364062428474426,0.6499728560447693,0.5406541228294373,0.20384176075458527,6,11199,,,,
0.6362388134002686,0.6486902832984924,0.533985435962677,0.21292833983898163,7,12799,,,,
0.6384259462356567,0.6475279927253723,0.5275726914405823,0.22850459814071655,8,14399,,,,
,,,,9,15999,0.6156556606292725,0.6773823499679565,0.545621931552887,0.3173321485519409
0.6386077404022217,0.6773823499679565,0.545621931552887,0.3173321485519409,9,15999,,,,
0.636577308177948,0.6480842232704163,0.5324133634567261,0.20881439745426178,10,17599,,,,
0.6368703842163086,0.6500123143196106,0.5369914770126343,0.22330036759376526,11,19199,,,,
0.6366396546363831,0.6502162218093872,0.5405857563018799,0.20864786207675934,12,20799,,,,
0.6363397240638733,0.6501391530036926,0.5400232672691345,0.20992030203342438,13,22399,,,,
,,,,14,23999,0.6162610054016113,0.6703905463218689,0.5239706635475159,0.3556993007659912
0.636635959148407,0.6703905463218689,0.5239706635475159,0.3556993007659912,14,23999,,,,
0.6364237070083618,0.6504661440849304,0.5408657789230347,0.21190570294857025,15,25599,,,,
0.6357858180999756,0.6499860286712646,0.5384640693664551,0.21483048796653748,16,27199,,,,
0.6360828876495361,0.6506850719451904,0.5421521663665771,0.20982661843299866,17,28799,,,,
0.6359298825263977,0.6527230739593506,0.5541236996650696,0.19591572880744934,18,30399,,,,
,,,,19,31999,0.6116904616355896,0.6747528314590454,0.5645437836647034,0.19832701981067657
0.6359983682632446,0.6747528314590454,0.5645437836647034,0.19832701981067657,19,31999,,,,
